cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,LOCATION,coordinate,lat,lon
41,1187,대구광역시 북구 구암동 817-9,한식,무봉리토종순대국,053-326-0831,08:00 ~ 23:00,60석,없음,없음,기타 (베트남어),가능,불가능,가능,가능,"토종순대국 7,000원 
찰순대 6,000원 
토종순대 12,000원 ~ 17,000원 
토종순대모듬 12,000원 ~ 17,000원 
철판볶음 23,000원 ~ 28,000원 
토종순대전골 25,000원 ~ 30,000원
",무봉리토종순대국은 20년 이상이어 온 프랜차이즈 전문점으로 본점의 맛을 발전시켜 지역 주민들의 입맛에 맞도록 개량한 순대 요리 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `그린빌4단지앞`혹은 `건너`  정류장이 가장 가깝습니다.,북구,"[35.9366853, 128.5672234]",35.9366853,128.5672234
42,1186,대구광역시 북구 구암동 824-11,한식,삼거리오징어회타운,053-325-4244,14:30 ~ 01:30,130석(룸7),없음,없음,기타 (베트남어),가능,불가능,불가능,불가능,"모듬회/광어/우럭/세꼬시(광어)/숭어(밀치)/전어 45,000원 ~ 65,000원 
낙지/오징어회/오징어순대/모듬해산물 40,000원~60,000원 
물회 12,000원 
게르치/도다리/돔/기타 특수어종 50,000원~80,000원
","삼거리오징어회타운은 매일 들어오는 신선한 식재료와 활어, 오징어, 해산물을 맛볼 수 있는 음식점입니다.",주변에 가까운 지하철이 없습니다.,버스 정류장은 `그린빌4단지앞` 정류장이 가장 가깝습니다.,북구,"[35.9360518, 128.5668188]",35.9360518,128.5668188
43,1148,대구광역시 북구 태전동 1117,양식,비엔,053-322-5657,12:00 ~ 22:00  라스트오더(21:00),28석,없음,없음,일본어 기타 (베트남어),가능,불가능,불가능,가능,"식스치즈피자 17,900원 
알리오 올리오 15,900우너
리코타 치즈 발사믹 샐러드 10,900원
한우1+등급 채끝스테이크(예약메뉴) 45,900원
마르게리따 17,900원
불고기 가득 크림 파스타/리조또 15,900원
푼기 크림 파스타/리조또 15,900원
크림 새우 제노베제 파스타/리조또 15,900원
페스카토레 파스타/리조또 15,900원
아라비아따 파스타/피조또 15,900원
올리브 제노베제 파스타/리조또 16,900원
직화불고기필라프 16,900원
","비엔은 불어로 좋다, 만족스럽다 라는 뜻의 맛있는 가정식 이태리음식 전문점입니다.","지하철 3호선 매천역 1번 출구 방면 약 600m 이며, 도보로 약 9분거리",버스정류장은  `대구병원건너` `매천고교` `태전휴먼시아` 정류장이 가깝습니다.,북구,"[35.9219392, 128.544655]",35.9219392,128.544655
44,1139,대구광역시 북구 산격동 180,퓨전/뷔페,착한한식뷔페,053-353-3200,06:00 ~ 21:00,90석,5대,없음,중국어 &lt;BR&gt;기타 (베트남어),가능,불가능,가능,가능,"한식뷔페 8,000원
","착한한식뷔페는 웰빙 쌀밥, 보리밥 뷔페로 다양한 밑반찬을 양껏 드실 수 있으며, 부대찌개, 불고기전골, 삼계탕, 오삼불고기 등 한식요리도 함께 판매하고 있습니다.",주변에 지하철이 없습니다.,버스 정류장은 `한국패션센터` 정류장이 가장 가깝습니다.,북구,"[35.9053494, 128.6125655]",35.9053494,128.6125655
45,1117,대구광역시 북구 서변동 159-2,한식,호야암소한마리,053-522-2221,10:00 ~ 22:00,100석(룸2),20대,없음,기타 (베트남어),가능,불가능,불가능,가능,"안창살+치마살(120g) 23,000원 
갈비살(120g) 22,000원 
등심(450g) 50,000원 
모듬+특수부위(550g) 52,000원 
생고기한접시(300g) 38,000원
",호야암소한마리는 한우 암소만을 판매하는 곳으로 소고기의 다양한 부위와 생고기까지 판매하는 음식점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `이곡마을` 정류장이 가장 가깝습니다.,북구,"[35.9372686, 128.6057541]",35.9372686,128.6057541
46,1115,대구광역시 북구 산격동 1291-6,한식,팔공한우곰탕설렁탕,053-959-5050,24시간,92석(룸1),20대,없음,기타 (베트남어),가능,불가능,불가능,가능,"한우곰탕 9,000원 
한우특곰탕 11,000원 
한우설렁탕 8,000원 
한우양곰탕 11,000원 
한우우족탕 14,000원 
한우꼬리곰탕 16,000원 
한우소고기국밥 7,000원
한우수육 27,000원 ~ 37,000원 
한우양념수육 32,000원 
한우양수육 42,000원 
한우우족수육/꼬리수육 47,000원 
한우모듬수육 52,000원 
한우육회(250g) 27,000원",팔공한우곰탕.설렁탕은 100% 한우만 취급하는 곰탕.설렁탕 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `복현우체국건너` 정류장이 가장 가깝습니다.,북구,"[35.8963914, 128.613067]",35.8963914,128.613067
47,1114,대구광역시 북구 침산2동 105-21,한식,맛있는갈비,053-255-7892,10:00 ~ 23:30,250석(룸8),30대,없음,영어 중국어 &lt;BR&gt;기타 (베트남어),가능,가능,불가능,가능,"옛날돼지갈비(180g) 9,500원
양념순살목살(180g) 9,500원
명품통갈비(180g) 10,000원
생삼겹살(150g) 9,500원
한우갈비살/양념(100g) 19,000원
한우육회(150g) 20,000원
한우불고기전골 30,000~40,000원
","맛있는갈비는 침산동에 위치한 돼지갈비 전문점으로 다양한 갈비와 국내산 한돈, 국내산 한우도 함께 판매하고 있습니다.",주변에 가까운 지하철이 없습니다.,버스 정류장은 `침산코오롱하늘채건너` 정류장이 가장 가깝습니다.,북구,"[35.8840987, 128.597626]",35.8840987,128.597626
48,1106,대구광역시 북구 칠성동1가 160-2,한식,정화네하우스,053-423-2503,09:00 ~ 23:30,58석(룸1),칠성시장 유료주차장 이용,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"석쇠돼지불고기 5,000원 
석쇠고추장불고기 6,000원 
석쇠소불고기 8,000원 
족발 10,000원 ~ 30,000원 
돼지껍데기 5,000원 
우동 3,000원
",정화네하우스는 2대 26년 이상 칠성시장 내 연탄석쇠불고기와 족발이 유명한 음식점입니다.,지하철 1호선 칠성시장역 2번 출구 약 90m,버스 정류장은 `칠성시장역` 정류장이 가장 가깝습니다.,북구,"[35.8762155, 128.6038172]",35.8762155,128.6038172
49,1085,대구광역시 북구 산격동 1416-49,세계요리,포베트21,053-939-3688,11:00 ~ 22:00,40석,4대,없음,영어 기타 (베트남어),가능,불가능,불가능,불가능,"세트(월남쌈+양지/해물 쌀국수2개) 29,000원
반세오 13,000원
양지쇠고기쌀국수 6,500원
카오팟타이식볶음밥 6,900원
팟타이베트남해물볶음면 6,900원
분보싸오 베트남비빔면 6,900원
분차 7,500원
",포베트21은 베트남에서도 정통 음식을 표방한 베트남 요리 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `경북대학교북문건너` 정류장이 가장 가깝습니다.,북구,"[35.8918065, 128.6075554]",35.8918065,128.6075554
50,1077,대구광역시 북구 구암동 141-1,한식,다사랑장어,053-323-9288,11:00 ~ 23:00,100석(룸16개),50대(공용주차장),없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"장어구이(250g) 28,000원
장어구이(300g) 37,000원
장어구이곰탕 27,000원
장어구이된장 21,000원
장어곰탕 12,000원
장어얼큰탕 8,000원
",다사랑 장어는 국내산 민물장어 전문점으로 일식 장어구이와 참숯에 직접 구워먹는 장어구이를 입맛대로 즐길 수 있는 음식점입니다.,"주변에 지하철이 없습니다.
가장 가까운 지하철은 3호선 동천역 1번 출구 약 1.5km 이며, 도보로 약 22분 거리.",버스 정류장은 `그린빌4단지건너` 정류장이 가장 가깝습니다.,북구,"[35.9389916, 128.5693501]",35.9389916,128.5693501
51,1075,대구광역시 북구 노원동2가 222-14,한식,복어명가 임진강,053-352-5012,10:00 ~ 22:00,80석(룸10),26대,없음,영어 일본어 기타 (베트남어),가능,불가능,불가능,가능,"참복탕/지리 20,000원
밀복탕/지리 15,000원
은복탕/지리 10,000원
밀복수육(중) 50,000원
밀복수육(소) 45,000원
복어찜/아구찜 25,000~35,000원
밀복2단전골 65,000~70,000원
밀복불고기 19,000원
복불고기 13,000원
","복어명가 임진강은 복어요리 전문점으로 복어탕, 복어지리, 복불고기 등 다양한 종류의 복어요리를 맛볼 수 있는 음식점입니다.",지하철 3호선 원대역 1번 출구 약 530m 도보로 약 8분 거리,버스 정류장은 `원대오거리북편1` 정류장이 가장 가깝습니다.,북구,"[35.8905641, 128.5744672]",35.8905641,128.5744672
52,1032,대구광역시 북구 구암동 778-6,한식,왕근이 칼국수,053-326-2154,11:00 ~ 20:00,68석(룸1),8대,없음,기타 (베트남어),가능,불가능,불가능,가능,"왕근이칼국수 (보)6,000원 (곱)7,000원 
옛날칼국수 (보)6,000원 (곱)7,000원 
수육 15,000원 ~ 20,000원 
단호박손만두 5,000원
",[왕근이 칼국수]는 50년 전통으로 서문시장 칼국수 골목에서 오랫동안 영업을 하다가 구암동으로 이전한 칼국수 맛집입니다.,"주변에 지하철이 없습니다.
가장 가까운 지하철은 3호선 팔거역 1번 출구 방면 약 1.5km
","버스 정류장은 `화성그랜드앞` 정류장이 가장 가깝습니다.
",북구,"[35.9414042, 128.5703416]",35.9414042,128.5703416
53,1004,대구광역시 북구 태전동 405-9,한식,팔공산맥,053-311-8445,10:00 ~ 01:00,354석(룸5개),50대,없음,기타 (베트남어),가능,가능,불가능,가능,"항정살 생고기 10,000원
과실숙성돼지갈비 10,000원
허브숙성생삼겹살 10,000원
한우불고기정식 11,000원
돼지갈비정식 11,000원
","팔공산맥은 한우와 LA양념갈비, 왕갈비 등 다양한 숯불고기를 맛볼 수 있는 숯불구이 전문점입니다.",지하철 3호선 구암역 1번 출구 약 440m,버스 정류장은 `대구보건대학3` 정류장이 가장 가깝습니다.,북구,"[35.9251454, 128.5467315]",35.9251454,128.5467315
54,1003,대구광역시 북구 동천동 970-1,한식,초원한우,053-311-1137,11:30 ~ 23:00,192석(룸7),"8대, 노상주차 가능",0533111137.modoo.at/,영어 중국어 &lt;BR&gt;기타 (베트남어),가능,가능,불가능,가능,"한우갈비살/한우등심(中) 70,000원
한우갈비살/한우등심(大) 102,000원
한우모듬구이(中) 62,000원
한우모듬구이(大) 90,000원
한우양념구이(100g) 12,000원
한우양념구이(400g) 48,000원
",초원한우는 오랜 축산물 유통 경험을 가진 육고기 경력 20년의 오너가  1+ 이상 등급만 사용하는 음식점으로 한돈(돼지고기)도 함께 판매하는 숯불구이 전문점입니다.,지하철 3호선 팔거역 3번 출구 약 350m,버스 정류장은 `홈플러스칠곡점앞` 정류장이 가장 가깝습니다.,북구,"[35.9440729, 128.5553587]",35.9440729,128.5553587
55,996,대구광역시 북구 산격동 1393-13,한식,고니식탁,053-939-5585,11:00 ~ 22:00,24석,경북대학교 주차장/ 노상공용주차장 유료,tongbul.modoo.at/,영어 기타 (베트남어),불가능,불가능,불가능,가능,"유자두루치기(2인분이상) 6,500원 
김치찌개/돼지찌개 6,500원 
김치고기덮밥 7,000원 
계란말이 4,000원 
공깃밥(무한제공) 1,000원
",고니식탁은 3가지 한식메뉴만 판매하는 한식 전문점으로 msg를 전혀 사용하지 않습니다.,주변에 지하철이 없습니다.,버스 정류장은 `경북대학교북문건너` 정류장이 가장 가깝습니다.,북구,"[35.89263930000001, 128.6084545]",35.89263930000001,128.6084545
56,973,대구광역시 북구 칠성동1가 92-6,한식,단골식당,053-424-8349,07:00 ~ 21:00,80석(룸2),유료공용주차장,없음,기타 (베트남어),평일가능,불가능,불가능,불가능,"연탄석쇠 돼지불고기(1인분) 5,000원
연탄석쇠 고추장불고기 6,000원 
공기밥 1,000원
",단골식당은 45년 이상의 전통의 연탄 불고기 전문점으로 `백종원의 3대 천왕`에 출연한 석쇠에 구운 연탄 돼지불고기가 유명한 음식점입니다.,지하철 1호선 칠성시장역 2번 출구 약 100m,버스 정류장은 `칠성시장역` 정류장이 가장 가깝습니다.,북구,"[35.8759834, 128.6037246]",35.8759834,128.6037246
57,962,대구광역시 북구 칠성동2가 62-6,한식,전원숯불 침산점,053-951-1122,11:00 ~ 23:00,180석(룸5),30대,www.jeunwon.co.kr/,영어 중국어 &lt;BR&gt;기타 (베트남어),가능,가능,불가능,가능,"돼지양념구이(200g) 8,500원 
양념목살구이(200g) 9,500원 
옛날갈비 9,500원 
옛날통갈비 10,000원 
생삼겹살/목살(150g) 10,000원 
소고기생갈비(120g) 19,000원 
마늘양념갈비(120g) 19,000원 
한우등심구이(120g) 20,000원 
갈비살(120g) 21,000원 
안창살/주먹시(100g) 25,000원 
옛날불고기 12,000원 
한우육회(200g) 23,000원
","한우와 돼지고기 전문점으로 질 좋은 고기만을 공급받아 사용하는 숯불구이 전문점입니다.
2015년 친절음식점에 지정 되었습니다.",주변에 지하철이 없습니다.,버스 정류장은 `시민운동장(축구장건너)` 정류장이 가장 가깝습니다.,북구,"[35.8823488, 128.59024]",35.8823488,128.59024
58,961,대구광역시 북구 구암동 767-1,한식,녹야원 대구칠곡점,053-314-6686,10:00 ~ 22:00,100석(룸1),공용주차장 이용가능,blog.naver.com/kmstlpos,기타 (베트남어),가능,불가능,불가능,가능,"[채식메뉴 주문가능 - 정식 주문 시 비건 가능] 

수라상A 39,000원
수라상B 33,000원
연요리 정식 20,000원
평일점심 18,000원
",차사랑 녹야원은 차를 사랑하는 오너쉐프가 만드는 약선요리를 맛볼 수 있는 곳으로 음식은 약이라는 생각으로 건강한 음식을 연구하는 음식점입니다.,지하철 3호선 팔거역 1번 출구 약 720m,버스 정류장은 `칠곡그린파크2` 정류장이 가장 가깝습니다.,북구,"[35.9432577, 128.5645459]",35.9432577,128.5645459
59,960,대구광역시 북구 산격동 1382-65,한식,고기한마당,053-952-7671,10:00 ~ 23:00,200석,"8대, 경북대학교 주차장 사용가능",0539527671.modoo.at/,중국어 &lt;BR&gt;기타 (베트남어),가능,불가능,불가능,가능,"한돈한판(600g) 33,000원
삼겹살/목살/항정살/가브리살/갈매기살한판(390g) 23,900원
양념갈비(540g) 23,900원
","경북대학교 서문 바로 앞에 위치한 한우와 돼지고기 전문점입니다.
2015년 친절음식점으로 지정 되었습니다.",주변에 지하철이 없습니다.,버스 정류장은 `경북대학교서문앞` 정류장이 가장 가깝습니다.,북구,"[35.8884222, 128.6034059]",35.8884222,128.6034059
60,948,대구광역시 북구 고성동2가 111-51,한식,대창숯불갈비,053-356-2800,10:00 ~ 22:00,300석(룸6),14대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"한우갈비살(100g) 20,000원 
한우특꽃살(100g) 25,000원 
한우불고기(1인분) 12,000원 
돼지갈비(1인분) 8,000원 
생삼겹살(1인분) 9,000원 
육회 30,000원 

[점심특선] 
돌솥밥정식 8,000원 ~ 15,000원 
육회비빔밥 10,000원 
한우갈비탕 8,000원 
손반죽냉면 8,000원",대창숯불갈비는 40년 넘게 대를 이어 운영하는 참숯직화방식 숯불구이 전문점입니다.,지하철 3호선 북구청역 4번출구 약 360m,버스 정류장은 `KT북대구지사건너` 정류장이 가장 가깝습니다.,북구,"[35.8809988, 128.5817011]",35.8809988,128.5817011
61,888,대구광역시 북구 고성동3가 39-2,한식,동백섬,053-353-7775,11:00 ~ 24:00,45석(룸6),2대,없음,기타 (베트남어),가능,불가능,불가능,가능,"코스요리 80,000원~120,000원
특선회 100,000원~160,000원
초밥정 12,000원
대구탕 12,000원
물회 12,000원

[점심특선] 
물회 12,000원
특물회 17,000원
초밥정식 12,000원
특초밥정식 17,000원
",20년 이상의 역사를 지닌 최고급 자연산 회 전문점입니다.,지하철 3호선 북구청역 1번출구에서 약 200m,"버스 정류장은 `북구청건너`가 가장 가깝습니다.
",북구,"[35.8841954, 128.5838288]",35.8841954,128.5838288
62,887,대구광역시 북구 고성동3가 40-5,한식,해조전복,053-357-3370,10:00 ~ 23:00,56석(룸9),5대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"전복찜 60,000원/ 90,000원/ 120,000원
전복구이 70,000원/100,000원/130,000원
전복회 60,000원/ 90,000원/ 130,000원
전복문어전골  60,000원/ 80,000원
전복무침회 50,000원/ 80,000원
전복문어숙회 60,000원/ 80,000원
전복탕 20,000원
전복죽 15,000원
송이전복죽 20,000원
전복물회 20,000원 
코스요리 2인 110,000원 ~ 150,000원
코스요리 3인 160,000원 ~ 200,000원 
코스요리 4인 210,000원 ~ 250,000원 
코스요리 5인 260,000원 ~ 300,000원",해조전복은 다양한 전복요리의 진수를 맛볼 수 있는 전복요리 전문점입니다.,지하철 3호선 북구청역 1번출구에서 약 200m,"버스 정류장은 `북구청건너`정류장이 가장 가깝습니다.
",북구,"[35.8843114, 128.5838806]",35.8843114,128.5838806
